source,source_name,target,target_name,relationship,use,cash_flow,amount,evidence,confidence
108320.KS,LX Semicon,GFS,GlobalFoundries,uses foundry capacity,wafer fabrication / process nodes / specialty processes,108320.KS pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
108320.KS,LX Semicon,TSEM,Tower Semiconductor,uses foundry capacity,wafer fabrication / process nodes / specialty processes,108320.KS pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
108320.KS,LX Semicon,ASX,ASE Technology Holding,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",108320.KS pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
108320.KS,LX Semicon,AMKR,Amkor Technology,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",108320.KS pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
108320.KS,LX Semicon,BESI.AS,BE Semiconductor Industries,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",108320.KS pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
108320.KS,LX Semicon,KLIC,Kulicke & Soffa,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",108320.KS pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
108320.KS,LX Semicon,042700.KQ,Hanmi Semiconductor,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",108320.KS pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
108320.KS,LX Semicon,ENTG,Entegris,uses materials indirectly,"photomasks, wafers, chemicals via foundry supply chain",indirect cost embedded in wafer pricing,undisclosed,industry map,medium-low
108320.KS,LX Semicon,PLAB,Photronics,uses materials indirectly,"photomasks, wafers, chemicals via foundry supply chain",indirect cost embedded in wafer pricing,undisclosed,industry map,medium-low
108320.KS,LX Semicon,6488.TWO,GlobalWafers,uses materials indirectly,"photomasks, wafers, chemicals via foundry supply chain",indirect cost embedded in wafer pricing,undisclosed,industry map,medium-low
108320.KS,LX Semicon,3436.T,SUMCO,uses materials indirectly,"photomasks, wafers, chemicals via foundry supply chain",indirect cost embedded in wafer pricing,undisclosed,industry map,medium-low
AIXA.DE,Aixtron,TSM,Taiwan Semiconductor Manufacturing,uses foundry capacity,wafer fabrication / process nodes / specialty processes,AIXA.DE pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
AIXA.DE,Aixtron,005930.KS,Samsung Electronics,uses foundry capacity,wafer fabrication / process nodes / specialty processes,AIXA.DE pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
AIXA.DE,Aixtron,UMC,United Microelectronics,uses foundry capacity,wafer fabrication / process nodes / specialty processes,AIXA.DE pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
AIXA.DE,Aixtron,GFS,GlobalFoundries,uses foundry capacity,wafer fabrication / process nodes / specialty processes,AIXA.DE pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
AIXA.DE,Aixtron,TSEM,Tower Semiconductor,uses foundry capacity,wafer fabrication / process nodes / specialty processes,AIXA.DE pays foundry suppliers for wafers,mostly undisclosed,public filings + supply-chain map,medium
AIXA.DE,Aixtron,ASX,ASE Technology Holding,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",AIXA.DE pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
AIXA.DE,Aixtron,AMKR,Amkor Technology,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",AIXA.DE pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
AIXA.DE,Aixtron,BESI.AS,BE Semiconductor Industries,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",AIXA.DE pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
AIXA.DE,Aixtron,KLIC,Kulicke & Soffa,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",AIXA.DE pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
AIXA.DE,Aixtron,042700.KQ,Hanmi Semiconductor,uses packaging/test,"assembly, substrate integration, HBM/advanced packaging, final test",AIXA.DE pays OSAT or packaging partners,mostly undisclosed,public filings + supply-chain map,medium
AIXA.DE,Aixtron,ENTG,Entegris,uses materials indirectly,"photomasks, wafers, chemicals via foundry supply chain",indirect cost embedded in wafer pricing,undisclosed,industry map,medium-low
AIXA.DE,Aixtron,PLAB,Photronics,uses materials indirectly,"photomasks, wafers, chemicals via foundry supply chain",indirect cost embedded in wafer pricing,undisclosed,industry map,medium-low
AIXA.DE,Aixtron,6488.TWO,GlobalWafers,uses materials indirectly,"photomasks, wafers, chemicals via foundry supply chain",indirect cost embedded in wafer pricing,undisclosed,industry map,medium-low
AIXA.DE,Aixtron,3436.T,SUMCO,uses materials indirectly,"photomasks, wafers, chemicals via foundry supply chain",indirect cost embedded in wafer pricing,undisclosed,industry map,medium-low
TSM,Taiwan Semiconductor Manufacturing,ASML,ASML Holding,buys fab equipment,"lithography, deposition, etch, clean, process control tools",TSM capex flows to equipment suppliers,capex undisclosed by supplier,company reports + equipment supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,AMAT,Applied Materials,buys fab equipment,"lithography, deposition, etch, clean, process control tools",TSM capex flows to equipment suppliers,capex undisclosed by supplier,company reports + equipment supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,LRCX,Lam Research,buys fab equipment,"lithography, deposition, etch, clean, process control tools",TSM capex flows to equipment suppliers,capex undisclosed by supplier,company reports + equipment supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,KLAC,KLA,buys fab equipment,"lithography, deposition, etch, clean, process control tools",TSM capex flows to equipment suppliers,capex undisclosed by supplier,company reports + equipment supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,8035.T,Tokyo Electron,buys fab equipment,"lithography, deposition, etch, clean, process control tools",TSM capex flows to equipment suppliers,capex undisclosed by supplier,company reports + equipment supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,7735.T,SCREEN Holdings,buys fab equipment,"lithography, deposition, etch, clean, process control tools",TSM capex flows to equipment suppliers,capex undisclosed by supplier,company reports + equipment supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,ASMI.AS,ASM International,buys fab equipment,"lithography, deposition, etch, clean, process control tools",TSM capex flows to equipment suppliers,capex undisclosed by supplier,company reports + equipment supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,ACLS,Axcelis Technologies,buys fab equipment,"lithography, deposition, etch, clean, process control tools",TSM capex flows to equipment suppliers,capex undisclosed by supplier,company reports + equipment supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,ACMR,ACM Research,buys fab equipment,"lithography, deposition, etch, clean, process control tools",TSM capex flows to equipment suppliers,capex undisclosed by supplier,company reports + equipment supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,TER,Teradyne,buys inspection/test/metrology,"yield, process control, wafer test, advanced package inspection",TSM capex/opex flows to test and metrology vendors,undisclosed,company reports + equipment supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,6857.T,Advantest,buys inspection/test/metrology,"yield, process control, wafer test, advanced package inspection",TSM capex/opex flows to test and metrology vendors,undisclosed,company reports + equipment supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,ONTO,Onto Innovation,buys inspection/test/metrology,"yield, process control, wafer test, advanced package inspection",TSM capex/opex flows to test and metrology vendors,undisclosed,company reports + equipment supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,FORM,FormFactor,buys inspection/test/metrology,"yield, process control, wafer test, advanced package inspection",TSM capex/opex flows to test and metrology vendors,undisclosed,company reports + equipment supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,AEHR,Aehr Test Systems,buys inspection/test/metrology,"yield, process control, wafer test, advanced package inspection",TSM capex/opex flows to test and metrology vendors,undisclosed,company reports + equipment supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,COHU,Cohu,buys inspection/test/metrology,"yield, process control, wafer test, advanced package inspection",TSM capex/opex flows to test and metrology vendors,undisclosed,company reports + equipment supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,NVMI,Nova,buys inspection/test/metrology,"yield, process control, wafer test, advanced package inspection",TSM capex/opex flows to test and metrology vendors,undisclosed,company reports + equipment supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,ENTG,Entegris,buys materials,"silicon wafers, photomasks/photoresists, filters, chemicals and contamination control",TSM procurement flows to materials suppliers,undisclosed,company reports + materials supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,PLAB,Photronics,buys materials,"silicon wafers, photomasks/photoresists, filters, chemicals and contamination control",TSM procurement flows to materials suppliers,undisclosed,company reports + materials supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,6488.TWO,GlobalWafers,buys materials,"silicon wafers, photomasks/photoresists, filters, chemicals and contamination control",TSM procurement flows to materials suppliers,undisclosed,company reports + materials supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,3436.T,SUMCO,buys materials,"silicon wafers, photomasks/photoresists, filters, chemicals and contamination control",TSM procurement flows to materials suppliers,undisclosed,company reports + materials supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,4063.T,Shin-Etsu Chemical,buys materials,"silicon wafers, photomasks/photoresists, filters, chemicals and contamination control",TSM procurement flows to materials suppliers,undisclosed,company reports + materials supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,4186.T,Tokyo Ohka Kogyo,buys materials,"silicon wafers, photomasks/photoresists, filters, chemicals and contamination control",TSM procurement flows to materials suppliers,undisclosed,company reports + materials supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,SOI.PA,Soitec,buys materials,"silicon wafers, photomasks/photoresists, filters, chemicals and contamination control",TSM procurement flows to materials suppliers,undisclosed,company reports + materials supply chain,medium
TSM,Taiwan Semiconductor Manufacturing,WAF.DE,Siltronic,buys materials,"silicon wafers, photomasks/photoresists, filters, chemicals and contamination control",TSM procurement flows to materials suppliers,undisclosed,company reports + materials supply chain,medium
NVDA,NVIDIA,TSM,Taiwan Semiconductor Manufacturing,uses manufacturing capacity,fabless/customer design is manufactured at foundry or memory supplier,NVDA pays or BOM cash flows to TSM,mostly undisclosed,public filings + market map,medium
AMD,Advanced Micro Devices,TSM,Taiwan Semiconductor Manufacturing,uses manufacturing capacity,fabless/customer design is manufactured at foundry or memory supplier,AMD pays or BOM cash flows to TSM,mostly undisclosed,public filings + market map,medium
AVGO,Broadcom,TSM,Taiwan Semiconductor Manufacturing,uses manufacturing capacity,fabless/customer design is manufactured at foundry or memory supplier,AVGO pays or BOM cash flows to TSM,mostly undisclosed,public filings + market map,medium
