company,company_name,connection,connection_name,type,layer,depth,use_for,cash_flow,confidence,source_note
CRDO,Credo Technology,MU,Micron Technology,HBM/DRAM supply,Memory,2,HBM/DRAM/NAND for servers and accelerators,Memory content and supply contracts,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,O-Net Communications,O-Net Communications,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,000660.KS,SK hynix,HBM memory supply,Memory,2,HBM stacks attached to AI accelerators and ASICs,Memory content per accelerator; ASP and volume,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,005930.KS,Samsung Electronics,alternative foundry / HBM supply,Foundry + memory,2,foundry capacity and/or HBM/DRAM supply,Wafer/HBM purchasing; capacity allocation,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,Senko Advanced Components,Senko Advanced Components,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,TSM,Taiwan Semiconductor Manufacturing,foundry/PIC process dependency,Foundry/PIC,2,SiPh/RF/analog process platforms and wafer fabrication,"Wafer, mask and NRE dollars",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,TSEM,Tower Semiconductor,foundry/PIC process dependency,Foundry/PIC,2,SiPh/RF/analog process platforms and wafer fabrication,"Wafer, mask and NRE dollars",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,ASML,ASML Holding,lithography dependency,Wafer equipment,3,EUV/DUV tools enabling advanced foundry nodes,Indirect capex pass-through into wafer costs,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,AMAT,Applied Materials,process equipment dependency,Wafer equipment,3,deposition/etch/materials engineering for foundry nodes,Indirect WFE capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,BESI.AS,BE Semiconductor Industries,hybrid bonding/advanced packaging,Packaging equipment,3,chiplet/advanced package assembly tooling,OSAT/foundry capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,AVGO,Broadcom,CPO/switch silicon ecosystem,Switch silicon / AI network,3,optical links and external light sources connected to AI switches/accelerators,Optical attach rate per switch/accelerator; future CPO content,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,DISCO,DISCO,dicing/grinding,Packaging equipment,3,wafer thinning/dicing for advanced packages,Packaging equipment spend,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,KLAC,KLA,yield/metrology dependency,Metrology,3,process control to improve yield,Yield economics and capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,LRCX,Lam Research,etch/deposition dependency,Wafer equipment,3,etch/deposition intensity in logic and memory,Indirect WFE capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,MRVL,Marvell Technology,CPO/switch silicon ecosystem,Switch silicon / AI network,3,optical links and external light sources connected to AI switches/accelerators,Optical attach rate per switch/accelerator; future CPO content,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,NVDA,NVIDIA,CPO/switch silicon ecosystem,Switch silicon / AI network,3,optical links and external light sources connected to AI switches/accelerators,Optical attach rate per switch/accelerator; future CPO content,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,Amazon AWS,Amazon AWS,hyperscaler customer,End market,4,AI infrastructure demand and custom accelerator/networking programs,Chip sales and cloud capex dollars,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,Google Cloud,Google Cloud,hyperscaler customer,End market,4,AI accelerator/networking demand,Chip sales and design wins,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,Meta AI,Meta AI,hyperscaler customer,End market,4,large-scale GPU/custom silicon clusters,Chip and networking component revenue,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,Microsoft Azure,Microsoft Azure,hyperscaler customer,End market,4,AI cluster demand and custom silicon programs,"Chip sales, custom silicon NRE/volume",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,Amazon AWS,Amazon AWS,hyperscaler end demand,AI data-center customer,5,AI clusters require optical interconnect bandwidth and lower power per bit,Indirect transceiver/CPO volume from datacenter capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,Google Cloud,Google Cloud,hyperscaler end demand,AI data-center customer,5,AI clusters require optical interconnect bandwidth and lower power per bit,Indirect transceiver/CPO volume from datacenter capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,Meta AI,Meta AI,hyperscaler end demand,AI data-center customer,5,AI clusters require optical interconnect bandwidth and lower power per bit,Indirect transceiver/CPO volume from datacenter capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRDO,Credo Technology,Microsoft Azure,Microsoft Azure,hyperscaler end demand,AI data-center customer,5,AI clusters require optical interconnect bandwidth and lower power per bit,Indirect transceiver/CPO volume from datacenter capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRUS,Cirrus Logic,ASX,ASE Technology,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRUS,Cirrus Logic,AMKR,Amkor Technology,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRUS,Cirrus Logic,ARM,Arm Holdings,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRUS,Cirrus Logic,GFS,GlobalFoundries,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRUS,Cirrus Logic,0981.HK,SMIC,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRUS,Cirrus Logic,005930.KS,Samsung Electronics,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRUS,Cirrus Logic,SNPS,Synopsys,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRUS,Cirrus Logic,TSM,Taiwan Semiconductor Manufacturing,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRUS,Cirrus Logic,TSEM,Tower Semiconductor,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRUS,Cirrus Logic,UMC,United Microelectronics,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRUS,Cirrus Logic,AMD,Advanced Micro Devices,supplier/customer ecosystem,Analog/RF/power supply chain,3,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRUS,Cirrus Logic,AVGO,Broadcom,supplier/customer ecosystem,Analog/RF/power supply chain,3,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRUS,Cirrus Logic,NVDA,NVIDIA,supplier/customer ecosystem,Analog/RF/power supply chain,3,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRUS,Cirrus Logic,ASML,ASML Holding,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRUS,Cirrus Logic,Amazon AWS,Amazon AWS,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRUS,Cirrus Logic,Apple devices,Apple devices,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRUS,Cirrus Logic,AMAT,Applied Materials,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRUS,Cirrus Logic,Arista Networks,Arista Networks,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRUS,Cirrus Logic,Automotive OEMs,Automotive OEMs,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
CRUS,Cirrus Logic,Cisco Systems,Cisco Systems,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
